95657704, -5.7513578417107954E-30
376907704, 1.495523805324446E-60
673782704, -3.1755162710879844E-81
986282704, -2.201099140419162E-99
1314407704, -1.0781439278324923E-113
1658157704, 3.7018482148786237E-128
206940408, -1.2491056937711598E-44
675690408, -3.8315778718659345E-81
1160065408, 1.476299917508977E-107
1660065408, -2.540645754409561E-128
99473112, 7.631540446473639E-31
693223112, 3.333024450788822E-82
1302598112, -3.716858158974333E-113
288880816, 5.51296566206067E-53
992005816, -3.4544686827377274E-99
1710755816, 2.531081260242379E-130
447038520, -8.943773208442726E-66
1243913520, 1.011635401963267E-110
292696224, 2.5222726713811903E-53
1167696224, 1.7238774428945052E-107
528978928, 4.899283015819338E-72
1482103928, -8.60281419095268E-121
140261632, -2.8238864027293757E-36
1155886632, 1.0214367191942839E-106
1544336, -0.011449500592551017
1079669336, 1.931260422537679E-104
112827040, -1.245135267673384E-32
1253452040, -4.709185354899656E-111
474109744, 8.413949636267973E-68
1677234744, -1.249713084593107E-128
1085392448, 1.155188664650303E-103
634175152, 1.203716294497187E-78
323582856, 7.891316257520006E-56
1682957856, 8.568365068099625E-129
153615560, 4.6528527674917654E-38
1559865560, -6.011644068687463E-124
124273264, -2.7983123709770524E-34
1577398264, 7.599304386542315E-125
235555968, -2.1790707608241856E-47
1735555968, 8.18615721066947E-131
487463672, 8.675286191231814E-69
879996376, -8.77846230338678E-93
1413154080, 5.714919557625755E-118
415061784, -2.434940703659589E-63
1182594488, 7.691852945134499E-108
340752192, -1.6176173998574117E-57
1342659896, -6.494982244671142E-115
657067600, 1.520561268737964E-80
33975304, -8.248259135148648E-20
1364008008, 2.74954541140453E-116
897165712, 5.593919813880649E-94
492823416, -4.124651172655475E-69
150981120, -1.0260205522344183E-37
