Starting Values: 2.0E9, 100.0
2.0E9, 1.0591073872260382E-93
2.015625E9, 9.333494562290598E-94
2.03125E9, 1.0239530560562717E-94
2.046875E9, 2.0718474020571817E-94
2.0625E9, 6.840052804025996E-96
2.078125E9, 4.2842496493317104E-95
2.09375E9, 1.3251724720231617E-97
2.109375E9, 8.375208030953419E-96
2.125E9, 2.938435526621775E-98
2.140625E9, 1.5608941565789358E-96
2.15625E9, 4.55717089496005E-98
2.171875E9, 2.785225503003958E-97
2.1875E9, 2.275644089804658E-98
2.203125E9, 4.763056264101427E-98
2.21875E9, 8.04090639701825E-99
2.234375E9, 7.78912487555972E-99
2.25E9, 2.394510074589575E-99
2.265625E9, 1.2106416740669208E-99
2.28125E9, 6.436499791939974E-100
2.296875E9, 1.7672708654950796E-100
2.3125E9, 1.616221513401933E-100
2.328125E9, 2.3702095556796548E-101
2.34375E9, 3.866615344699098E-101
2.359375E9, 2.797568239629354E-102
2.375E9, 8.923402533027781E-102
2.390625E9, 2.6366719118276793E-103
2.40625E9, 2.0031968465923377E-102
2.421875E9, 1.468691204225489E-104
2.4375E9, 4.4001130323562834E-103
2.453125E9, 1.7256649802443052E-107
2.46875E9, 9.497582065313126E-104
2.484375E9, 4.510093820704692E-106
2.5E9, 2.02099622083736E-104
2.515625E9, 4.070438056776089E-106
2.53125E9, 4.249950023385113E-105
2.546875E9, 1.9532943637048656E-106
2.5625E9, 8.84887056981103E-106
2.578125E9, 7.324586124696845E-107
2.59375E9, 1.8268819293757682E-106
2.609375E9, 2.4095848296832594E-107
2.625E9, 3.744058798485086E-107
2.640625E9, 7.316620108682108E-108
2.65625E9, 7.623535137355252E-108
2.671875E9, 2.1067796887041046E-108
2.6875E9, 1.5432180533050654E-108
2.703125E9, 5.84635250625986E-109
2.71875E9, 3.1070611383639757E-109
2.734375E9, 1.5800448454539977E-109
2.75E9, 6.223678600768043E-110
2.765625E9, 4.189055132994168E-110
2.78125E9, 1.2404320739688979E-110
2.796875E9, 1.0952116795004543E-110
2.8125E9, 2.4600168894963333E-111
2.828125E9, 2.834778333879217E-111
2.84375E9, 4.853865351818309E-112
2.859375E9, 7.286102663465913E-112
2.875E9, 9.526238248759403E-113
2.890625E9, 1.864080200278851E-112
2.90625E9, 1.8591583624223744E-113
2.921875E9, 4.756269213829354E-113
2.9375E9, 3.6067505066057785E-114
2.953125E9, 1.2122330354261785E-113
2.96875E9, 6.952328050906333E-115
2.984375E9, 3.0902651390160003E-114
3.0E9, 1.3310994690689035E-115
3.015625E9, 7.888031089524162E-115
3.03125E9, 2.5307659376623926E-116
3.046875E9, 2.017926562720008E-115
3.0625E9, 4.778352141174903E-117
3.078125E9, 5.177780925548423E-116
3.09375E9, 8.963937627805091E-118
3.109375E9, 1.3334219089512272E-116
3.125E9, 1.673264811053463E-118
3.140625E9, 3.448363110867221E-117
3.15625E9, 3.116718469167018E-119
3.171875E9, 8.95934106351627E-118
3.1875E9, 5.822765743131234E-120
3.203125E9, 2.339460828678929E-118
3.21875E9, 1.1004351964600209E-120
3.234375E9, 6.141240751362211E-119
3.25E9, 2.130967575877009E-121
3.265625E9, 1.621028291034518E-119
3.28125E9, 4.305792970645659E-122
3.296875E9, 4.303117852845337E-120
3.3125E9, 9.281792559174653E-123
3.328125E9, 1.1488682097164025E-120
3.34375E9, 2.1828912939775374E-123
3.359375E9, 3.0850425667185866E-121
3.375E9, 5.690640169749283E-124
3.390625E9, 8.331848076362163E-122
3.40625E9, 1.6500483393271293E-124
3.421875E9, 2.2629353177188935E-122
3.4375E9, 5.262983124259541E-125
3.453125E9, 6.180055333365227E-123
3.46875E9, 1.809156478460751E-125
3.484375E9, 1.6967554642970716E-123
3.5E9, 6.548786312038907E-126
3.515625E9, 4.682191064955777E-124
3.53125E9, 2.445988398914576E-126
3.546875E9, 1.2982488717153734E-124
3.5625E9, 9.283136716997258E-127
3.578125E9, 3.6157874684185575E-125
3.59375E9, 3.542205591237033E-127
3.609375E9, 1.0111635876165266E-125
3.625E9, 1.3499719551315224E-127
3.640625E9, 2.8381313272207268E-126
3.65625E9, 5.118677121945212E-128
3.671875E9, 7.991631688209867E-127
3.6875E9, 1.926829791115692E-128
3.703125E9, 2.256371732496458E-127
3.71875E9, 7.193854019245498E-129
3.734375E9, 6.384329843802038E-128
3.75E9, 2.663155817763454E-129
3.765625E9, 1.8091943331722521E-128
3.78125E9, 9.77674458588646E-130
3.796875E9, 5.131356086816055E-129
3.8125E9, 3.560149531727001E-130
3.828125E9, 1.4555760498130255E-129
3.84375E9, 1.2864818317919774E-130
3.859375E9, 4.126143649485632E-130
3.875E9, 4.6151252623624E-131
3.890625E9, 1.1677863186345189E-130
3.90625E9, 1.6442854981476867E-131
3.921875E9, 3.2964972124917164E-131
3.9375E9, 5.820388539739934E-132
3.953125E9, 9.270596414575386E-132
3.96875E9, 2.0476233866477467E-132
3.984375E9, 2.5938557225092403E-132
