1.03E+09,-2.67E+01,2.84E+01
1.04E+09,-2.64E+01,7.63E-01
1.05E+09,-2.60E+01,-2.56E+01
1.06E+09,-2.53E+01,-5.21E+01
1.06E+09,-2.45E+01,-8.33E+01
1.07E+09,-2.37E+01,-1.15E+02
1.08E+09,-2.35E+01,-1.49E+02
1.09E+09,-2.33E+01,1.79E+02
1.09E+09,-2.32E+01,1.46E+02
1.10E+09,-2.31E+01,1.14E+02
1.11E+09,-2.30E+01,8.10E+01
1.12E+09,-2.32E+01,4.89E+01
1.12E+09,-2.28E+01,1.83E+01
1.13E+09,-2.24E+01,-1.53E+01
1.14E+09,-2.20E+01,-4.82E+01
1.15E+09,-2.13E+01,-8.12E+01
1.15E+09,-2.05E+01,-1.16E+02
1.16E+09,-1.98E+01,-1.53E+02
1.17E+09,-1.93E+01,1.69E+02
1.18E+09,-1.93E+01,1.33E+02
1.18E+09,-1.93E+01,9.99E+01
1.19E+09,-1.90E+01,6.94E+01
1.20E+09,-1.86E+01,3.72E+01
1.21E+09,-1.81E+01,5.92E+00
1.21E+09,-1.77E+01,-2.55E+01
1.22E+09,-1.75E+01,-5.68E+01
1.23E+09,-1.72E+01,-8.73E+01
1.24E+09,-1.70E+01,-1.16E+02
1.24E+09,-1.66E+01,-1.45E+02
1.25E+09,-1.61E+01,-1.74E+02
1.26E+09,-1.57E+01,1.54E+02
1.27E+09,-1.56E+01,1.24E+02
1.27E+09,-1.54E+01,9.44E+01
1.28E+09,-1.54E+01,6.46E+01
1.29E+09,-1.54E+01,3.48E+01
1.30E+09,-1.55E+01,5.10E+00
1.30E+09,-1.56E+01,-2.51E+01
1.31E+09,-1.61E+01,-5.42E+01
1.32E+09,-1.66E+01,-8.28E+01
1.33E+09,-1.73E+01,-1.10E+02
1.33E+09,-1.79E+01,-1.37E+02
1.34E+09,-1.87E+01,-1.61E+02
1.35E+09,-1.91E+01,1.75E+02
1.36E+09,-1.94E+01,1.54E+02
1.36E+09,-1.92E+01,1.31E+02
1.37E+09,-1.91E+01,1.06E+02
1.38E+09,-1.89E+01,7.99E+01
1.39E+09,-1.90E+01,5.25E+01
1.39E+09,-1.91E+01,2.52E+01
1.40E+09,-1.95E+01,-1.31E+00
1.41E+09,-1.97E+01,-2.75E+01
1.42E+09,-1.98E+01,-5.46E+01
1.42E+09,-2.02E+01,-8.37E+01
1.43E+09,-2.12E+01,-1.11E+02
1.44E+09,-2.20E+01,-1.36E+02
1.45E+09,-2.27E+01,-1.58E+02
1.45E+09,-2.28E+01,1.78E+02
1.46E+09,-2.34E+01,1.52E+02
1.47E+09,-2.41E+01,1.29E+02
1.48E+09,-2.44E+01,1.06E+02
1.48E+09,-2.49E+01,8.60E+01
1.49E+09,-2.45E+01,6.52E+01
1.50E+09,-2.40E+01,4.12E+01
1.51E+09,-2.34E+01,1.54E+01
1.51E+09,-2.31E+01,-1.31E+01
1.52E+09,-2.32E+01,-4.17E+01
1.53E+09,-2.33E+01,-6.82E+01
1.54E+09,-2.33E+01,-9.52E+01
1.54E+09,-2.32E+01,-1.22E+02
1.55E+09,-2.30E+01,-1.50E+02
1.56E+09,-2.32E+01,-1.78E+02
1.57E+09,-2.34E+01,1.54E+02
1.57E+09,-2.38E+01,1.28E+02
1.58E+09,-2.38E+01,1.03E+02
1.59E+09,-2.39E+01,7.77E+01
1.60E+09,-2.38E+01,5.35E+01
1.60E+09,-2.34E+01,2.91E+01
1.61E+09,-2.29E+01,3.44E+00
1.62E+09,-2.24E+01,-2.34E+01
1.63E+09,-2.22E+01,-5.30E+01
1.63E+09,-2.25E+01,-8.01E+01
1.64E+09,-2.25E+01,-1.05E+02
1.65E+09,-2.25E+01,-1.29E+02
1.66E+09,-2.21E+01,-1.53E+02
1.66E+09,-2.16E+01,-1.79E+02
1.67E+09,-2.15E+01,1.53E+02
1.68E+09,-2.16E+01,1.27E+02
1.69E+09,-2.17E+01,1.02E+02
1.69E+09,-2.17E+01,7.89E+01
1.70E+09,-2.16E+01,5.49E+01
1.71E+09,-2.15E+01,3.20E+01
1.72E+09,-2.13E+01,9.51E+00
1.72E+09,-2.08E+01,-1.37E+01
1.73E+09,-2.02E+01,-3.88E+01
1.74E+09,-1.98E+01,-6.53E+01
1.75E+09,-1.97E+01,-9.14E+01
1.75E+09,-1.95E+01,-1.17E+02
1.76E+09,-1.93E+01,-1.43E+02
1.77E+09,-1.91E+01,-1.68E+02
1.78E+09,-1.90E+01,1.65E+02
1.78E+09,-1.90E+01,1.38E+02
1.79E+09,-1.93E+01,1.11E+02
1.80E+09,-1.97E+01,8.59E+01
1.81E+09,-2.01E+01,6.20E+01
1.81E+09,-2.03E+01,3.97E+01
1.82E+09,-2.02E+01,1.73E+01
1.83E+09,-1.99E+01,-6.30E+00
1.84E+09,-1.96E+01,-3.20E+01
1.84E+09,-1.95E+01,-5.89E+01
1.85E+09,-1.97E+01,-8.60E+01
1.86E+09,-2.00E+01,-1.12E+02
1.87E+09,-2.03E+01,-1.36E+02
1.87E+09,-2.04E+01,-1.60E+02
1.88E+09,-2.04E+01,1.75E+02
1.89E+09,-2.03E+01,1.50E+02
1.90E+09,-2.04E+01,1.23E+02
1.90E+09,-2.06E+01,9.62E+01
1.91E+09,-2.08E+01,6.99E+01
1.92E+09,-2.12E+01,4.37E+01
1.93E+09,-2.16E+01,1.86E+01
1.93E+09,-2.18E+01,-6.35E+00
1.94E+09,-2.20E+01,-3.11E+01
1.95E+09,-2.21E+01,-5.63E+01
1.96E+09,-2.22E+01,-8.19E+01
1.96E+09,-2.23E+01,-1.08E+02
1.97E+09,-2.26E+01,-1.35E+02
1.98E+09,-2.29E+01,-1.60E+02
1.99E+09,-2.31E+01,1.76E+02
1.99E+09,-2.28E+01,1.53E+02
