5.00E+08,-1.02E+02,1.74E+01
5.08E+08,-1.07E+02,-5.56E+01
5.15E+08,-1.17E+02,-2.34E+01
5.23E+08,-1.11E+02,1.31E+02
5.30E+08,-1.06E+02,-9.62E+01
5.38E+08,-1.04E+02,7.58E+01
5.45E+08,-1.10E+02,-8.90E+01
5.53E+08,-1.05E+02,-8.23E+01
5.60E+08,-1.04E+02,-2.22E+01
5.68E+08,-1.04E+02,1.10E+02
5.75E+08,-9.92E+01,-2.90E+01
5.83E+08,-1.08E+02,-1.67E+02
5.90E+08,-1.11E+02,1.17E+02
5.98E+08,-1.04E+02,2.14E+01
6.05E+08,-1.09E+02,7.92E+01
6.13E+08,-1.05E+02,9.19E+01
6.20E+08,-1.03E+02,1.32E+02
6.28E+08,-9.92E+01,1.62E+02
6.35E+08,-1.01E+02,-1.67E+02
6.43E+08,-1.10E+02,-1.44E+02
6.50E+08,-1.03E+02,6.64E+01
6.58E+08,-1.02E+02,-1.43E+02
6.65E+08,-1.04E+02,1.32E+01
6.73E+08,-9.71E+01,-4.26E+01
6.80E+08,-9.76E+01,2.03E+01
6.88E+08,-1.03E+02,-1.34E+02
6.95E+08,-9.26E+01,-1.18E+02
7.03E+08,-8.93E+01,-1.43E+02
7.10E+08,-8.40E+01,-1.78E+02
7.18E+08,-7.68E+01,1.55E+02
7.25E+08,-6.84E+01,1.18E+02
7.33E+08,-6.04E+01,5.06E+01
7.40E+08,-5.71E+01,-2.53E+01
7.48E+08,-5.59E+01,-8.40E+01
7.55E+08,-5.39E+01,-1.30E+02
7.63E+08,-5.04E+01,-1.77E+02
7.70E+08,-4.73E+01,1.24E+02
7.78E+08,-4.63E+01,6.48E+01
7.85E+08,-4.59E+01,1.72E+01
7.93E+08,-4.49E+01,-2.57E+01
8.00E+08,-4.38E+01,-6.93E+01
8.08E+08,-4.31E+01,-1.11E+02
8.15E+08,-4.21E+01,-1.47E+02
8.23E+08,-4.06E+01,1.79E+02
8.30E+08,-3.80E+01,1.42E+02
8.38E+08,-3.60E+01,9.67E+01
8.45E+08,-3.50E+01,5.04E+01
8.53E+08,-3.46E+01,8.14E+00
8.60E+08,-3.44E+01,-3.40E+01
8.68E+08,-3.50E+01,-7.49E+01
8.75E+08,-3.61E+01,-1.09E+02
8.83E+08,-3.73E+01,-1.36E+02
8.90E+08,-3.75E+01,-1.58E+02
8.98E+08,-3.68E+01,-1.77E+02
9.05E+08,-3.51E+01,1.59E+02
9.13E+08,-3.32E+01,1.29E+02
9.20E+08,-3.22E+01,9.29E+01
9.28E+08,-3.18E+01,6.01E+01
9.35E+08,-3.16E+01,2.96E+01
9.43E+08,-3.12E+01,-1.36E+00
9.50E+08,-3.13E+01,-2.96E+01
9.58E+08,-3.10E+01,-5.69E+01
9.65E+08,-3.08E+01,-8.41E+01
9.73E+08,-3.04E+01,-1.11E+02
9.80E+08,-3.00E+01,-1.38E+02
9.88E+08,-2.97E+01,-1.65E+02
9.95E+08,-2.92E+01,1.70E+02
1.00E+09,-2.86E+01,1.43E+02
1.01E+09,-2.78E+01,1.16E+02
1.02E+09,-2.72E+01,8.73E+01
1.03E+09,-2.66E+01,5.67E+01
